NCT Number,Title,Status,Study Results,Interventions,Gender,Age,URL
NCT02190838,Comparison of Melatonin or Metformin and Dacarbazine Combination Versus Dacarbazine Alone in Disseminated Melanoma,Unknown status,No Results Available,Drug: Metformin|Drug: Melatonin|Drug: Dacarbazine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02190838
NCT01388569,Biomarkers in Blood Samples From Patients With Stage IV Melanoma Previously Treated With Sargramostim,Completed,No Results Available,Other: flow cytometry|Other: immunologic technique|Other: laboratory biomarker analysis,All,"18 Years to 120 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01388569
NCT01124734,High Dose Interleukin-2 Followed by Intermittent Low Dose Temozolomide in Patients With Melanoma,Unknown status,No Results Available,Drug: Interleukin-2|Drug: Temozolomide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01124734
NCT01973608,MSB0010445 and Stereotactic Body Radiation Therapy in Advanced Melanoma,Terminated,Has Results,Drug: MSB0010445 (0.3 milligram per kilogram [mg/kg])|Drug: MSB0010445 (1.0 mg/kg)|Drug: MSB0010445 (1.8 mg/kg)|Drug: MSB0010445 (2.4 mg/kg)|Radiation: Stereotactic Body Radiation Therapy (SBRT),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01973608
NCT01376713,Anti-CD20 (Cluster of Differentiation Antigen 20) Therapy to Treat Metastatic Melanoma,Completed,No Results Available,Biological: Ofatumumab|Biological: Ofatumumab plus Dacarbazine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01376713
NCT02142335,Rituxan and Abraxane for the Treatment of Patients With Inoperable Stage III and IV Malignant Melanoma,Unknown status,No Results Available,Drug: Rituxan,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02142335
NCT02608437,A Study Investigating SGI-110 in Combination With Ipilimumab in Unresectable or Metastatic Melanoma Patients,Unknown status,No Results Available,Drug: SGI-110|Drug: Ipilimumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02608437
NCT03757689,Neoadjuvant PD-1 Blockade in Patients With Stage IIB/C Melanoma,Not yet recruiting,No Results Available,Drug: Pembrolizumab|Procedure: Wide Excision and Sentinel Lymph Node (SLN) Biopsy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03757689
NCT03225365,Nivolumab +/- Ipilimumab Immunomonitoring in Metastatic Melanoma,Not yet recruiting,No Results Available,Biological: Blood and biopsy sampling,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03225365
NCT00421317,Imatinib in Adult Patients With Metastatic Ocular Melanoma,Terminated,No Results Available,Drug: Imatinib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00421317
NCT02054520,Immunotherapy Study for Patients With Stage IV Melanoma,Unknown status,No Results Available,Drug: HyperAcute®-Melanoma (HAM) Immunotherapy|Drug: Ipilimumab|Drug: Pembrolizumab|Drug: Nivolumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02054520
NCT03311308,A Trial of Pembrolizumab and Metformin Versus Pembrolizumab Alone in Advanced Melanoma,Recruiting,No Results Available,Drug: Pembrolizumab Injection [Keytruda]|Drug: Metformin,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03311308
NCT01983124,Vemurafenib + Fotemustine to Treat Advanced Melanoma Patients With V600BRAF Mutation Recurred While on Vemurafenib,Completed,No Results Available,Drug: Fotemustine + Vemurafenib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01983124
NCT01082198,Melanoma Vaccine in Treating Patients With Stage III Melanoma After Surgery to Remove Lymph Nodes,Unknown status,No Results Available,Biological: HLA-A1-binding MAGE-1/MAGE-3 multipeptide-pulsed autologous dendritic cell vaccine|Biological: HLA-A2-binding TYR/MART-1/gp100 multipeptide-pulsed autologous dendritic cell vaccine|Biological: autologous melanoma lysate-pulsed autologous dendritic cell vaccine|Biological: autologous melanoma lysate/KLH-pulsed autologous dendritic cell vaccine|Biological: dendritic cell-idiotype-keyhole limpet hemocyanin vaccine|Other: flow cytometry|Procedure: adjuvant therapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01082198
NCT01943422,Safety and Efficacy Study of Vemurafenib and High-dose Interferon Alfa-2b in Melanoma,Completed,No Results Available,Drug: High-dose Interferon alfa-2b|Drug: Vemurafenib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01943422
NCT00758797,A Novel Treatment for Metastatic Melanoma,Terminated,No Results Available,Other: Photoimmunotherapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00758797
NCT02967692,"A Study of the Anti-PD1 Antibody PDR001, in Combination With Dabrafenib and Trametinib in Advanced Melanoma",Recruiting,No Results Available,Biological: Spartalizumab (PDR001)|Other: Placebo|Drug: Dabrafenib|Drug: Trametinib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02967692
NCT01153763,A Study of GSK2118436 in BRAF Mutant Metastatic Melanoma,Completed,Has Results,Drug: GSK2118436,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01153763
NCT01942993,The Effects of Treatment With Vemurafenib on the Immune System in Advanced Melanoma,Terminated,No Results Available,Drug: Vemurafenib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01942993
NCT00615160,PTK/ZK in Disseminated Malignant Melanoma,Suspended,No Results Available,Drug: PTK787/ZK 222584|Drug: Dacarbazine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00615160
NCT00590824,Pilot hu14.18-IL2 in Resectable Recurrent Stage III or Stage IV Melanoma,"Active, not recruiting",No Results Available,Drug: hu14.18-IL2,All,"15 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00590824
NCT03354962,Induction of Immune-mediated aBscOpal Effect thrOugh STEreotactic Radiation Therapy in Metastatic Melanoma Patients Treated by PD-1 + CTLA-4 Inhibitors (BOOSTER MELANOMA),Recruiting,No Results Available,Combination Product: Nivolumab + Ipilimumab|Combination Product: Combined treatment schema,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03354962
NCT01944709,Phase I/II Study of Vaccination With Antigen Loaded Dendritic Cells (DCs) in Patients With Inoperable Stage III and Stage IV Melanoma,Terminated,No Results Available,Biological: Dendritic cell application,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01944709
NCT02285413,Platin-based Chemotherapeutics to Enhance Dendritic Cell Vaccine Efficacy in Melanoma Patients,Completed,No Results Available,Biological: DC vaccination|Biological: DC vaccination with cisplatinum,All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02285413
NCT02023710,Bevacizumab Combined With Carboplatin Plus Paclitaxel Chemotherapy to Treat Metastatic Mucosal Melanoma,Recruiting,No Results Available,Drug: Paclitaxel|Drug: Carboplatin|Drug: Bevacizumab,All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02023710
NCT02731729,Ipilimumab vs Ipilimumab Plus Nivolumab in Patients With Stage III-IV Melanoma Who Have Progressed or Relapsed on PD-1 Inhibitor Therapy,"Active, not recruiting",No Results Available,Drug: ipilimumab|Drug: nivolumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02731729
NCT02706353,APX005M in Combination With Systemic Pembrolizumab in Patients With Metastatic Melanoma,Recruiting,No Results Available,Drug: APX005M|Drug: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02706353
NCT01557114,Study of Radiotherapy Administered in Combination With Ipilimumab in Patients With Unresectable Stage III or Stage IV Advanced Malignant Melanoma,Terminated,No Results Available,Drug: Ipilimumab|Radiation: Radiotherapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01557114
NCT01500304,Minimally Invasive Groin Dissection for Melanoma,Completed,No Results Available,Procedure: Minimally invasive inguinal lymph node dissection,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01500304
NCT03727087,Blood Sample Collection to Evaluate Biomarkers in Subjects With Untreated Melanoma,Recruiting,No Results Available,Other: Blood Sample Collection,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03727087
NCT03385486,Study of TBX-3400 in Patients With Stage III and IV Melanoma Resistant or Refractory to Immune Checkpoint Inhibitors,Not yet recruiting,No Results Available,Biological: TBX-3400,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03385486
NCT01586403,Transfer of Genetically Engineered Lymphocytes in Melanoma Patients,"Active, not recruiting",No Results Available,Biological: Dose 1|Biological: Dose 2|Biological: Dose 3|Biological: Dose 4,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01586403
NCT03772899,Fecal Microbial Transplantation in Combination With Immunotherapy in Melanoma Patients (MIMic),Not yet recruiting,No Results Available,Drug: Fecal Microbial Transplantation,All,"19 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03772899
NCT01247623,Trial With Telomerase Peptide Vaccine In Combination With Temozolomide in Patients With Advanced Malignant Melanoma,Completed,No Results Available,Biological: GV1001,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01247623
NCT02565992,Intratumoral CAVATAK (CVA21) and Pembrolizumab in Patients With Advanced Melanoma (VLA-011 CAPRA),Recruiting,No Results Available,Biological: CAVATAK|Drug: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02565992
NCT03116412,A Randomized Trial to Assess the Role of Imaging During Follow up After Radical Surgery of High Risk Melanoma,Recruiting,No Results Available,Procedure: CT or PET scans,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03116412
NCT00626860,The Use of Dendritic Cell/Tumor Hybridomas as a Novel Tumor Vaccine in Patients With Advance Melanoma,Completed,No Results Available,Biological: DC/tumor fusion vaccine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00626860
NCT00591370,Phase II Trial of Extended-Dosing Temozolomide in Patients With Melanoma,Completed,Has Results,Drug: Temozolomide (TMZ),All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00591370
NCT00937781,Study of Tumor Tissue From Patients With Melanoma Treated on Clinical Trial EST-1690,Completed,No Results Available,Genetic: RNA analysis|Genetic: gene expression analysis|Genetic: microarray analysis|Genetic: polymerase chain reaction|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis,All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00937781
NCT03420508,Treating Patients With Melanoma and ALK Alterations With Ensartinib,Recruiting,No Results Available,Drug: Ensartinib|Diagnostic Test: ALKATI by Customized Nanostring Assay,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03420508
NCT02447939,Pharmacokinetics of Repeat Oral Doses of Dabrafenib and the Combination of Dabrafenib and Trametinib in Chinese Subjects With Melanoma,Withdrawn,No Results Available,Drug: Dabrafenib|Drug: Trametinib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02447939
NCT03711188,A Study of IMM-101 in Combination With Checkpoint Inhibitor Therapy in Advanced Melanoma,Recruiting,No Results Available,Drug: Nivolumab|Drug: Ipilimumab|Drug: IMM-101,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03711188
NCT03771859,A Study of Patients Receiving Adjuvant Nivolumab Therapy for Melanoma That Has Been Removed,Not yet recruiting,No Results Available,Other: Non-Interventional,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03771859
NCT00219843,Intralesional PV-10 Chemoablation of Metastatic Melanoma,Completed,No Results Available,"Drug: PV-10 (rose bengal disodium, 10%)",All,"18 Years to 85 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00219843
NCT02068196,A National Phase IV Study With Ipilimumab for Patients With Advanced Malignant Melanoma.,"Active, not recruiting",No Results Available,Procedure: Blood sampling for Pre-existing immunity|Drug: Ipilimumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02068196
NCT00535314,Study of Two Dose Levels of RTA 402 in Patients With Advanced Malignant Melanoma,Withdrawn,No Results Available,Drug: RTA 402 Dose1|Drug: RTA 402 Dose2,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00535314
NCT02719015,Dose Escalation and Cohort Expansion of Safety and Tolerability Study of Intratumoral rAd.CD40L (ISF35) in Combination of Systemic Pembrolizumab in Patients With Refractory Metastatic Melanoma,Withdrawn,No Results Available,Drug: rAd.CD40L|Drug: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02719015
NCT03683550,Comparing SLNE With or Without Preoperative Hybrid SPECT/CT in Melanoma,Recruiting,No Results Available,Procedure: SLNE with preoperative hybrid SPECT/CT|Procedure: Standard SLNE,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03683550
NCT01078961,An Expanded Cohort Trial of Bortezomib and Sorafenib in Advanced Malignant Melanoma,Completed,No Results Available,Drug: bortezomib|Drug: sorafenib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01078961
NCT03341143,Fecal Microbiota Transplant (FMT) in Melanoma Patients,Recruiting,No Results Available,Drug: Fecal Microbiota Transplant with Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03341143
NCT00303251,Safety of TKI258 in Advanced/Metastatic Melanoma Subjects,Completed,No Results Available,Drug: TKI258,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00303251
NCT03450876,Long Term Quality of Life in Melanoma Patients in Netherlands,Recruiting,No Results Available,Other: Non-Interventional,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03450876
NCT02302339,A Study of Glembatumumab Vedotin as Monotherapy or in Combination With Immunotherapies in Patients With Advanced Melanoma,Terminated,No Results Available,Drug: glembatumumab vedotin|Drug: glembatumumab vedotin and varlilumab|Drug: glembatumumab vedotin and PD-1 targeted checkpoint inhibitor (nivolumab OR pembrolizumab)|Drug: glembatumumab vedotin and CDX-301,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02302339
NCT01453361,Phase II FANG™ in Advanced Melanoma,Terminated,Has Results,Biological: Vigil™ Vaccine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01453361
NCT03765229,An Exploratory Study of Pembrolizumab Plus Entinostat in Non-Inflamed Stage III/IV Melanoma,Not yet recruiting,No Results Available,Drug: Entinostat|Drug: Pembrolizumab,All,"18 Years to 99 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03765229
NCT03454919,Efficacy of Palbociclib in Advanced Acral Melanoma With Cell Cycle Gene Aberrations,Not yet recruiting,No Results Available,Drug: Palbociclib,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03454919
NCT03528408,Study of Adjuvant Ipilimumab and Nivolumab in Subjects With High-risk Ocular Melanoma,Recruiting,No Results Available,Drug: Nivolumab|Drug: Ipilimumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03528408
